id	value	task	text	hypothesis
1285	FALSE	MT	Barazan has eight children, some of whom are studying in Switzerland. Al-Takriti had earlier filed an application with the Canton of Geneva&apos;s authorities for granting his six children who live with him in Geneva &quot;a residency vacation for a short period.&quot;	Al-Takriti requested that his eight children, who are studying in Switzerland, be allowed to stay there.
1333	FALSE	MT	The Prosecutor-General explained, in a statement received by Agence France Presse, that the investigation judge&apos;s request was sent today, Monday, to the Federal Police Authority, &quot;which has the responsibility of deciding whether or not it will forward this request to the British authorities.&quot;	Indicated the Prosecutor in statement received by AFP that requested the investigative judge rose today, Monday to the Federal Court of the police &quot;dating back to the responsibility to determine whether will transform this request to the British authorities&quot;.
1216	TRUE	MT	The airport will not be opened without the go-ahead from the Palestinian Authority in Gaza, at which point the Moroccan delegation will oversee the running of the airport.	A Moroccan delegation is waiting for the green light from the Palestinian Authority to supervise the airport&apos;s operation.
1325	FALSE	MT	In turn, the Editor-in-Chief of Al Jumhoria Newspaper was appointed Ambassador of Iraq to India.	Al Jumhoria is the Iraqi Ambassador to India.
1309	TRUE	MT	Independent election candidate, Arif Dalilah, is calling for &quot;legislative, economic and administrative reforms,&quot;  which he sees as an &quot;urgent task&quot;.	Dalilah is calling for many urgent reforms.
1301	FALSE	MT	The former wife of the South African president did not ask for amnesty, and her activities were not listed in the political reports submitted by the African National Congress to the Truth and Reconciliation Commission in 1996 and 1997.	Winny Mandela, the President&apos;s ex-wife, is requesting amnesty.
1196	FALSE	MT	American President Bill Clinton officially opened the proceedings by noting that &quot;there is a very difficult task that we have to undertake if we want to reach an agreement that advances the peace process and one that we need little time to make.&quot;	President Clinton noted that the task was not difficult, but that there was little time to make the decision.
1287	TRUE	MT	Short clashes took place in front of the hospital today when the right-wing Chilean Senator Ignacio Perez Quiron left the building.	There were confrontations today outside the hospital when Senator Perez Quiron emerged.
1223	TRUE	MT	In a statement released by Nelson Mandela&apos;s party, the members expressed their wish to &quot;prevent the release of extracts from the report, which accuse the African National Congress of violations of basic human rights, committed during the apartheid years.	President Nelson Mandela&apos;s party wants to prevent the publication of certain paragraphs of the report.
1353	FALSE	MT	The parties, which Zeroual consulted during the past few weeks, had expressed their desire to postpone the elections, arguing that the interval given by the president until the end of February was very short.	The parties that consulted by Zeroual during the past few weeks has She wished to throughout the elections saying the deadline left behind by President to the end February very short notice
1265	TRUE	MT	Egyptian television is preparing to film a series that highlights the unity and cohesion of Moslems and Copts as the single fabric of the Egyptian society, exemplifying in particular the story of former United Nations Secretary-General Boutros Ghali.	Egyptian television will make a series about Moslems, Copts and Boutros Boutros Ghali.
1305	TRUE	MT	Yigit says that the Prime Minister and Minister of State for the Economy, Gunes Taner, knew about this relationship when he bought the state-owned Turkish Commercial Bank last July for 600 million dollars.	Yigit also alleges that top politicians were aware of the relationship.
1201	FALSE	MT	Defense Department Spokesman, Kenneth Bacon, said that &quot;Secretary Cohen is confident after this meeting, that the United States will get the support it needs to take appropriate measures to back the United Nations.&quot;	Minister Cohen said that the United Nations will back the United States.
1212	FALSE	MT	The &quot;True Path&quot; Party under the leadership of the former Foreign Minister, Tansu Ciller, submitted the memorandum following the airing of a recorded tape containing information disclosed by businessman Korkmaz Yigit yesterday evening, Tuesday, via two television channels he owns.	Tansu Ciller&apos;s &quot;True Path&quot; party submitted the memo after Korkmaz Yigit aired a tape containing incriminating evidence on his television stations.
1341	FALSE	MT	Two Western citizens, one of whom is British, three policemen and two kidnappers were wounded in the attack that ended in the arrest of 13 kidnappers.	Wounded nationals statement one British and three police and in the attack which ended the arrest 13
1252	TRUE	MT	Well-known businessman, Representative Badi Flaha, whose term is expiring, thought that reforms are essential to develop the economy &quot;but in Syria we prefer&quot; to implement them slowly but assuredly.	Flaha explained that slow but sure progress was the &quot;Syrian way.&quot;
1269	TRUE	MT	The toll rose particularly in Nicaragua with the discovery of 500 bodies in the town of Juaolie, which was practically destroyed, in the northern part of the country, and a hundred more on the flanks of the Casitas Volcano near Posoltega, 140 kilometers northwest of Managua, where a mudslide last Friday erased five villages from existence.	Many people in northern Nicaragua were killed.
2097	FALSE	MT	The economy created 228,000 new jobs after a disappointing 112,000 in June.	The economy created 228,000 jobs after dissapointing the 112,000 of June.
1321	FALSE	MT	There is no doubt that we would be happy if the international climates were calmer, but the world crisis did not affect the move to the Euro.&quot;	The world crisis did not affect Europe.
1310	FALSE	MT	Although the hospital insists that King Hussein is not fully free of the cancer, they are hopeful that he will recover.	The statement added that King Hussein &quot;has been cured completely.&quot;
1154	TRUE	MT	The funeral procession headed to the headquarters of the United Nations Development Programme in Baghdad, where funeral goers held banners denouncing the Americans as &quot;Enemies of God.&quot;	The funeral party held signs denouncing Americans as &quot;enemies of God,&quot; outside the UNDP in Baghdad.
1254	TRUE	MT	It was reported today in The Chinese People newspaper, that the Central Bank of China and the National Monetary Authority approved the use of the EURO, from the first week of January.	China is to accept the Euro.
1277	TRUE	MT	Although the results of the Azerbaijani elections have not yet been officially revealed, outgoing president, Heydar Aliyev is already celebrating his win, claiming 75% of the votes.	Heydar Aliyev, the current Azerbaijani president, is thought to have been re-elected.
1334	FALSE	MT	The American president faces on Thursday a vote in the House of Representatives, and he may become the second president in the history of the United States voted to be removed by the House of Representatives.	The president may be removed from the House of Representatives.
1307	FALSE	MT	The group owns a training camp in the Abyan mountains, and its membership is estimated at about 200 persons.	The group trains it&apos;s 200 members in the Nuba mountains.
1324	FALSE	MT	Al-Koshah&apos;s events had surfaced after the British &quot;Sunday Telegraph&quot; newspaper published last October 25 an article in which it accused Egyptian police of &quot;crucifying and raping Copts.&quot;	Was events Al Kusheh case emerged after the publication &quot; newspaper Sunday Telegraph &quot; the British on 25 last October writes an accused in which the Egyptian police &quot; with steel Copts and rape of their Families
1300	TRUE	MT	Although the report recognises that the African National Congress had no policy of torture, it cannot deny that the Congress did resort to mass torture during the 1980&apos;s.	The ANC carried out torture during the 1980&apos;s.
1263	TRUE	MT	Speaking at the Red Sea resort of Sharm el-Sheikh, he said accusingly, that Christina Lamb, the British journalist responsible for the &quot;Sunday Telegraph&quot; article, is known very well by the Israelis.	He accused the Israelis of knowing the British journalist very well.
1189	TRUE	MT	It was emphasized by the Truth and Reconciliation Commission that the African National Congress, which was in power at the time, &quot;seriously violated human rights&quot; as it struggled against the apartheid regime in South Africa.	The Commission said that the African National Congress violated human rights.
1218	FALSE	MT	It should be mentioned that during the last legislative elections in August 1994, the ruling coalition in Syria, &quot;The Progressive National Front&quot;, gained 167 seats out of the 250 the congress is comprised of.	The &quot;Rwandese Progressive Patriotic Front&quot; won 167 seats in the 1994 election.
1236	FALSE	MT	The hospital where the Jordanian monarch is being treated in Rochester (Minnesota) announced that the treatment of King Hussein, who is inflicted with cancer of the lymphatic glands, is nearing its end and will be finished within three or four weeks.	The Queen of Jordan will be released from Rochester hospital, (Minnesota) within a month.
1282	FALSE	MT	Nick Parsons, an economic expert at &quot;Paribas Capital Markets&quot; company in London, said that &quot;this measure will decrease the difficulties that may accompany the start of dealing &quot;with the Euro&quot;, and added that &quot;the Euro will consequently become a strong and stable currency.&quot;	Nick Zuniga, an economist in &quot;Kerry Group Ltd.&quot; in London, feels that the Euro will inevitably become strong.
